~id,~label,phone_number:string,city:string,state:string,zipcode:string,country:string,birthdate:string,plan_start_dt:string,latitude:string,longitude:string
6662391004,user,6662391004,Mariemont,Ohio,45226,United States,1989-02-09,2023-01-11,39.1429,-84.3783
6662391002,user,6662391002,Uhrichsville,Ohio,44683,United States,1980-08-09,2015-02-19,40.4005,-81.3515
6662391008,user,6662391008,Carolina Meadows,North Carolina,27517,United States,1981-08-08,2018-10-26,35.8597,-79.0179
6662391006,user,6662391006,Fife Lake,Michigan,49633,United States,1970-04-04,2015-05-09,44.5731,-85.3511
6662391003,user,6662391003,James Town,Wyoming,82935,United States,1992-02-13,2017-03-13,41.5648,-109.5383
6662391007,user,6662391007,Ramirez-Perez,Texas,78547,United States,1983-11-13,2017-11-14,26.317,-98.6933
6662391001,user,6662391001,Hornsby,Tennessee,38008,United States,1995-03-18,2016-12-21,35.2285,-88.8293
6662391000,user,6662391000,Westwood Shores,Texas,75862,United States,1970-07-08,2020-06-18,30.9376,-95.3254
6662391010,user,6662391010,Clarissa,Minnesota,56440,United States,1984-12-23,2016-03-10,46.1284,-94.949
7778611003,user,7778611003,Lawrenceburg,Indiana,47025,United States,1988-06-04,2019-02-22,39.0986,-84.8713
7778611004,user,7778611004,Eagan,Minnesota,55122,United States,1995-10-20,2021-02-12,44.817,-93.1638
7778611010,user,7778611010,Banquete,Texas,78339,United States,1986-08-24,2018-12-27,27.8007,-97.7972
7778611011,user,7778611011,Paulsboro,New Jersey,08066,United States,1980-11-21,2020-01-03,39.84,-75.2397
7778611017,user,7778611017,Colona,Colorado,81403,United States,1989-05-18,2015-09-21,38.3276,-107.7793
7778611014,user,7778611014,Fajardo,Puerto Rico,00738,United States,1985-01-07,2020-06-06,18.3331,-65.6589
7778611016,user,7778611016,Meraux,Louisiana,70092,United States,1994-06-28,2023-12-12,29.9284,-89.9179
7778611009,user,7778611009,New Union,Alabama,35956,United States,2000-09-11,2015-04-15,34.1422,-86.2218
7778611005,user,7778611005,Cashmere,Washington,98815,United States,1998-06-26,2020-03-17,47.5175,-120.467
7778611000,user,7778611000,Coal Run Village,Kentucky,41501,United States,1994-11-27,2022-01-28,37.5372,-82.5577
7778611007,user,7778611007,Granby,Colorado,80446,United States,1975-01-01,2016-03-03,40.0647,-105.9194
7778611001,user,7778611001,Duneland Beach,Indiana,46360,United States,1976-05-11,2021-07-15,41.7562,-86.8334
7778611015,user,7778611015,Yachats,Oregon,97498,United States,1973-09-04,2018-07-23,44.3127,-124.1023
7778611018,user,7778611018,Toppers,Oklahoma,74467,United States,1998-11-16,2022-09-26,35.9656,-95.3201
7778611002,user,7778611002,Inglenook,Connecticut,06812,United States,1973-05-16,2018-06-23,41.5229,-73.4736
7778611013,user,7778611013,Dwale,Kentucky,41621,United States,1977-05-05,2023-09-17,37.6253,-82.7277
7778611006,user,7778611006,Bolton Landing,New York,12814,United States,1982-11-27,2020-01-22,43.563,-73.6529
7778611008,user,7778611008,Earlham,Iowa,50072,United States,1979-09-14,2016-09-26,41.4943,-94.122
7778611012,user,7778611012,Holbrook,Nebraska,68948,United States,1996-03-21,2022-02-22,40.3047,-100.0099
8882381029,user,8882381029,Northbrook,Ohio,45231,United States,1976-07-16,2023-01-28,39.2467,-84.5796
8882381023,user,8882381023,Center Line,Michigan,48015,United States,1974-01-04,2015-11-22,42.4805,-83.0274
8882381017,user,8882381017,Meriden,Iowa,51037,United States,1977-12-25,2020-06-28,42.7946,-95.6341
8882381016,user,8882381016,Warrior Run,Pennsylvania,18706,United States,1977-06-26,2020-01-14,41.1885,-75.9494
8882381021,user,8882381021,Melcher-Dallas,Iowa,50062,United States,1970-11-18,2017-01-18,41.227,-93.2416
8882381009,user,8882381009,E. Lopez,Texas,78582,United States,1989-01-15,2018-09-10,26.3087,-98.6379
8882381028,user,8882381028,Brush Prairie,Washington,98662,United States,1992-10-03,2017-02-02,45.725,-122.5483
8882381004,user,8882381004,Levasy,Missouri,64088,United States,1989-05-13,2022-06-18,39.1363,-94.1307
8882381012,user,8882381012,Brownsboro Village,Kentucky,40207,United States,1992-05-18,2021-03-28,38.2629,-85.6659
8882381020,user,8882381020,Deanville,Texas,77836,United States,1994-04-07,2018-04-02,30.4295,-96.7569
8882381007,user,8882381007,Vanderwagen,New Mexico,87326,United States,1979-10-04,2016-10-14,35.2714,-108.7517
8882381010,user,8882381010,Port Huron,Michigan,48061,United States,1983-09-16,2022-09-13,42.9821,-82.4388
8882381000,user,8882381000,Greentree,New Jersey,08003,United States,1994-08-25,2020-03-14,39.8989,-74.9613
8882381001,user,8882381001,Faribault,Minnesota,55021,United States,1994-12-05,2020-10-12,44.2996,-93.2789
8882381002,user,8882381002,Witt,Illinois,62094,United States,1992-09-03,2023-06-23,39.2539,-89.3488
8882381011,user,8882381011,Mooreland,Indiana,47360,United States,1970-06-01,2020-11-15,39.9973,-85.2513
8882381005,user,8882381005,Lacombe,Louisiana,70445,United States,1992-01-26,2017-11-26,30.3141,-89.931
8882381027,user,8882381027,Northrop,Minnesota,56031,United States,1997-04-12,2020-01-16,43.736,-94.4366
8882381018,user,8882381018,Nashotah,Wisconsin,53058,United States,1991-12-14,2015-01-27,43.0938,-88.4038
8882381006,user,8882381006,Fussels Corner,Florida,33801,United States,1983-11-04,2020-08-12,28.0574,-81.861
8882381026,user,8882381026,Brook Park,Minnesota,55007,United States,1989-10-07,2020-07-19,45.9484,-93.0728
8882381008,user,8882381008,Garey,California,93454,United States,1983-08-21,2016-04-28,34.8869,-120.3141
8882381014,user,8882381014,Childers Hill,Tennessee,38326,United States,1977-04-22,2019-06-22,35.0816,-88.3267
8882381019,user,8882381019,Grifton,North Carolina,28530,United States,1996-03-23,2022-08-09,35.3795,-77.4281
8882381024,user,8882381024,Barahona,Puerto Rico,00687,United States,1991-06-26,2016-09-26,18.3522,-66.4442
8882381013,user,8882381013,Welsh,Louisiana,70591,United States,1991-07-11,2018-01-11,30.2355,-92.8135
8882381022,user,8882381022,Elkhart Lake,Wisconsin,53020,United States,1983-08-01,2020-08-07,43.8322,-88.0147
8882381003,user,8882381003,North Blenheim,New York,12131,United States,1996-12-09,2023-05-15,42.4718,-74.4525
8882381015,user,8882381015,Falcon Lake Estates,Texas,78076,United States,1975-08-14,2016-11-06,26.8719,-99.2584
8882381025,user,8882381025,Lenox Dale,Massachusetts,01242,United States,1978-10-08,2021-01-27,42.3339,-73.2496
9992341008,user,9992341008,Hargill,Texas,78549,United States,1976-03-17,2015-11-27,26.4423,-98.0146
9992341005,user,9992341005,Wartburg,Tennessee,37887,United States,1996-06-01,2018-02-28,36.1038,-84.5859
9992341003,user,9992341003,Marlette,Michigan,48453,United States,1985-01-10,2018-02-11,43.3268,-83.0806
9992341007,user,9992341007,Estancia,New Mexico,87016,United States,1974-04-14,2016-04-14,34.7667,-106.0301
9992341009,user,9992341009,Rose Farm,Ohio,43731,United States,1996-02-13,2020-03-26,39.7359,-82.0779
9992341002,user,9992341002,Yucca,Arizona,86438,United States,1975-07-02,2017-06-21,34.8629,-114.1461
9992341006,user,9992341006,Calera,Oklahoma,74702,United States,1994-11-06,2019-05-15,33.9303,-96.4293
9992341000,user,9992341000,Stebbins,Alaska,99671,United States,1999-11-26,2022-06-21,63.4705,-162.2599
9992341004,user,9992341004,Artemus,Kentucky,40906,United States,1988-08-06,2019-08-17,36.8351,-83.8413
9992341010,user,9992341010,Geddes,South Dakota,57342,United States,1977-04-12,2022-05-01,43.254,-98.6974
9992341001,user,9992341001,Topaz,California,96133,United States,1980-05-28,2019-12-13,38.6356,-119.5047
