~id,~label,~from,~to,start_time:string,end_time:string,duration:string,caller_location:string,callee_location:string,cost:float,service_provider_id:string,billing_indicator:string,call_status:string,rate_plan:string,currency:string,caller_state:string,callee_state:string,caller_zipcode:string,callee_zipcode:string,caller_latitude:float,caller_long:float,callee_latitude:float,callee_long:float,caller_country:string,callee_country:string
7364909,sms,3035671005,3035671021,2024-08-15 09:32:08.864435,2024-08-15 10:24:33.864435,0:52:25,Rainsburg,Sully Square,0.27,SP004,Non-Billable,Busy,Essentials,USD,Pennsylvania,Virginia,15522,20171,39.8956,-78.5174,38.9183,-77.4248,United States,United States
3523811,voice,3035671013,3035671021,2024-08-15 10:05:08.994197,2024-08-15 11:02:50.994197,0:57:42,Adena,Moose Creek,2.2,SP003,Billable,Answered,EssentialsSaver,USD,Ohio,Alaska,43901,99705,40.2166,-80.8762,64.714,-147.1639,United States,United States
9710407,sms,3035671012,3035671006,2024-08-15 09:55:09.124399,2024-08-15 10:40:08.124399,0:44:59,Hoytsville,James Island,0.11,SP002,Non-Billable,Busy,Essentials,USD,Utah,South Carolina,84017,29412,40.8757,-111.3847,32.7353,-79.9394,United States,United States
5332818,sms,3035671015,3035671000,2024-08-15 09:57:09.253075,2024-08-15 10:20:17.253075,0:23:08,Peak Place,Elsie,2.88,SP001,Billable,Answered,Go5G,USD,New Mexico,Nebraska,87506,69134,35.7911,-105.9432,40.8472,-101.3893,United States,United States
5190351,sms,3035671012,3035671018,2024-08-15 10:08:09.385231,2024-08-15 10:55:51.385231,0:47:42,Port Norris,Perley,4.56,SP003,Billable,Busy,Go5GPlus,USD,New Jersey,Minnesota,08349,56574,39.2521,-75.0412,47.1761,-96.8015,United States,United States
5304200,voice,3035671020,3035671018,2024-08-15 09:46:09.512564,2024-08-15 10:23:09.512564,0:37:00,Spring House,Spring Valley,0.27,SP001,Billable,Missed,Go5G,USD,Pennsylvania,Ohio,19002,45370,40.185,-75.2267,39.6102,-84.007,United States,United States
3376464,sms,3035671003,3035671011,2024-08-15 09:27:09.639655,2024-08-15 10:25:31.639655,0:58:22,Osyka,Carlock,2.69,SP002,Billable,Answered,Go5GPlus,USD,Mississippi,Illinois,39657,61725,31.0072,-90.4719,40.5835,-89.1288,United States,United States
2236113,voice,3035671015,3035671010,2024-08-15 09:58:09.765510,2024-08-15 10:06:55.765510,0:08:46,New Baden,Park Falls,2.53,SP004,Non-Billable,Missed,Go5GNext,USD,Illinois,Wisconsin,62265,54552,38.5367,-89.7071,45.9348,-90.4464,United States,United States
4564835,sms,3035671019,3035671020,2024-08-15 10:07:09.891541,2024-08-15 10:48:43.891541,0:41:34,Atwater,Bystrom,3.41,SP004,Billable,Failed,Go5G,USD,Ohio,California,44201,95351,41.0258,-81.16,37.6198,-120.9813,United States,United States
4521748,sms,3035671006,3035671016,2024-08-15 10:02:10.019746,2024-08-15 10:17:46.019746,0:15:36,Glenn Springs,Wishek,2.26,SP002,Billable,Busy,Go5GNext,USD,South Carolina,North Dakota,29374,58495,34.8134,-81.8415,46.2554,-99.5546,United States,United States
4818588,voice,3035671013,3035671012,2024-08-15 09:34:10.150211,2024-08-15 09:54:00.150211,0:19:50,Druid Hills,Murphys,1.68,SP001,Billable,Failed,EssentialsSaver,USD,Kentucky,California,40207,95247,38.2649,-85.6617,38.1371,-120.4488,United States,United States
6729482,voice,3035671000,3035671009,2024-08-15 10:06:10.280985,2024-08-15 10:24:07.280985,0:17:57,Grand Blanc,Whalan,0.53,SP003,Non-Billable,Answered,Go5GNext,USD,Michigan,Minnesota,48439,55949,42.9258,-83.6181,43.7341,-91.9238,United States,United States
4695379,voice,3035671001,3035671014,2024-08-15 09:37:10.413805,2024-08-15 10:26:42.413805,0:49:32,Catlett,West Odessa,3.99,SP003,Non-Billable,Busy,Go5G,USD,Virginia,Texas,20119,79764,38.654,-77.637,31.8389,-102.5003,United States,United States
8955010,sms,3035671013,3035671016,2024-08-15 09:27:10.545246,2024-08-15 10:12:40.545246,0:45:30,Obion,Littlefork,4.01,SP003,Billable,Answered,Go5GNext,USD,Tennessee,Minnesota,38240,56653,36.2647,-89.1948,48.3964,-93.5578,United States,United States
6054240,sms,3035671011,3035671001,2024-08-15 09:23:10.672377,2024-08-15 09:27:41.672377,0:04:31,Celeryville,Panama City,3.35,SP002,Non-Billable,Missed,Essentials,USD,Ohio,Florida,44890,32412,41.0287,-82.7273,30.1995,-85.6003,United States,United States
4829511,voice,3035671002,3035671001,2024-08-15 10:09:10.801597,2024-08-15 10:55:09.801597,0:45:59,Vero Beach,Airway Heights,3.63,SP002,Non-Billable,Answered,Go5G,USD,Florida,Washington,32964,99224,27.6463,-80.393,47.6459,-117.5792,United States,United States
1060211,sms,3035671012,3035671013,2024-08-15 09:27:10.930736,2024-08-15 10:09:30.930736,0:42:20,Beesleys Point,Varnell,2.54,SP004,Non-Billable,Missed,Go5GPlus,USD,New Jersey,Georgia,08223,30756,39.2777,-74.6333,34.9015,-84.9645,United States,United States
7454826,sms,3035671008,3035671002,2024-08-15 09:40:11.057933,2024-08-15 10:03:16.057933,0:23:05,Le Center,Markleeville,1.25,SP004,Billable,Busy,EssentialsSaver,USD,Minnesota,California,56057,96120,44.3866,-93.7311,38.684,-119.8228,United States,United States
3255473,voice,3035671018,3035671000,2024-08-15 09:18:11.184685,2024-08-15 10:04:12.184685,0:46:01,Aplington,Cullman,3.99,SP001,Non-Billable,Missed,EssentialsSaver,USD,Iowa,Alabama,50604,35057,42.5819,-92.8835,34.1775,-86.8407,United States,United States
3090354,voice,3035671017,3035671003,2024-08-15 09:19:11.311539,2024-08-15 09:52:58.311539,0:33:47,Wilton,Naplate,4.33,SP002,Billable,Failed,Essentials,USD,Minnesota,Illinois,56601,61350,47.5071,-94.9985,41.3316,-88.8802,United States,United States
4900021,sms,3035671021,3035671018,2024-08-15 09:43:11.441137,2024-08-15 10:23:35.441137,0:40:24,Juliaetta,Bearcreek,4.78,SP002,Non-Billable,Missed,Go5GNext,USD,Idaho,Montana,83535,59007,46.574,-116.7096,45.1606,-109.1575,United States,United States
3047211,sms,3035671010,3035671018,2024-08-15 09:23:11.578071,2024-08-15 10:04:42.578071,0:41:31,Greenvale,Riverview Colony,4.29,SP002,Billable,Busy,EssentialsSaver,USD,Tennessee,Montana,37184,59522,36.0055,-86.2012,48.1823,-111.0327,United States,United States
6894518,sms,3035671014,3035671020,2024-08-15 09:25:11.716724,2024-08-15 10:22:17.716724,0:57:06,Maple Heights-Lake Desire,Golden Valley Colony,0.8,SP003,Billable,Busy,Go5G,USD,Washington,Montana,98058,59074,47.4441,-122.0972,46.2592,-109.2735,United States,United States
4261955,voice,3035671008,3035671001,2024-08-15 09:16:11.848751,2024-08-15 09:59:42.848751,0:43:31,Silver Grove,Lompoc,1.13,SP003,Non-Billable,Busy,Go5GNext,USD,Kentucky,California,41076,93436,39.0404,-84.3995,34.6618,-120.4714,United States,United States
4250633,voice,3035671014,3035671019,2024-08-15 10:05:11.979093,2024-08-15 10:49:50.979093,0:44:39,St. Rose,Castalia,1.03,SP003,Billable,Failed,Go5GPlus,USD,Illinois,Iowa,62230,52133,38.6826,-89.5536,43.1126,-91.677,United States,United States
2631917,sms,3035671006,3035671014,2024-08-15 09:52:12.108951,2024-08-15 10:28:35.108951,0:36:23,Norrie,Lockesburg,2.98,SP002,Non-Billable,Answered,Go5G,USD,Colorado,Arkansas,81642,71846,39.328,-106.6562,33.9716,-94.1761,United States,United States
5244501,sms,3035671000,3035671015,2024-08-15 09:18:12.237277,2024-08-15 09:36:58.237277,0:18:46,West Mountain,Mecca,4.14,SP004,Billable,Answered,Essentials,USD,Connecticut,Indiana,06877,47872,41.2993,-73.5383,39.7271,-87.3315,United States,United States
8575410,voice,3035671007,3035671000,2024-08-15 10:10:12.365123,2024-08-15 10:46:48.365123,0:36:36,Beckett Ridge,Martinez Lake,4.29,SP002,Billable,Busy,Go5GPlus,USD,Ohio,Arizona,45069,85365,39.3448,-84.438,32.9843,-114.4722,United States,United States
6326938,sms,3035671006,3035671003,2024-08-15 09:53:12.493075,2024-08-15 10:40:01.493075,0:46:49,Spring Creek Colony,Dales,2.32,SP004,Billable,Failed,Go5G,USD,Montana,California,59457,96080,47.154,-109.6207,40.3155,-122.0604,United States,United States
4649244,voice,3035671009,3035671001,2024-08-15 09:20:12.623670,2024-08-15 09:29:44.623670,0:09:32,Nile,Cuevitas,1.99,SP003,Billable,Missed,EssentialsSaver,USD,Washington,Texas,98937,78565,46.8349,-120.9438,26.2585,-98.5788,United States,United States
2443613,sms,3035671003,3035671000,2024-08-15 09:30:12.754810,2024-08-15 10:21:56.754810,0:51:44,Ernest,Lerna,4.62,SP004,Non-Billable,Missed,Go5GPlus,USD,Pennsylvania,Illinois,15701,62440,40.6782,-79.1645,39.4177,-88.2885,United States,United States
7917019,voice,3035671009,3035671021,2024-08-15 09:31:12.884285,2024-08-15 10:23:31.884285,0:52:19,Gillette,Yorketown,2.93,SP002,Non-Billable,Busy,Go5GNext,USD,New Jersey,New Jersey,07933,07726,40.6921,-74.4629,40.3064,-74.3385,United States,United States
5778648,voice,3035671008,3035671011,2024-08-15 09:49:13.051187,2024-08-15 10:42:23.051187,0:53:10,Leominster,Preston Heights,0.1,SP002,Non-Billable,Missed,Essentials,USD,Massachusetts,Illinois,01453,60436,42.5209,-71.7717,41.4951,-88.0809,United States,United States
6398227,sms,3035671015,3035671002,2024-08-15 09:56:13.181823,2024-08-15 10:51:56.181823,0:55:43,Toa Alta,Graceville Colony,1.48,SP002,Non-Billable,Missed,Go5GNext,USD,Puerto Rico,South Dakota,00954,57076,18.3879,-66.2508,43.9289,-97.284,United States,United States
1527243,voice,3035671016,3035671010,2024-08-15 09:26:13.310742,2024-08-15 09:34:59.310742,0:08:46,Cross Hill,Temperanceville,0.73,SP003,Billable,Failed,EssentialsSaver,USD,South Carolina,Virginia,29332,23442,34.3045,-81.9836,37.8991,-75.5526,United States,United States
6948515,voice,3035671016,3035671001,2024-08-15 09:50:13.443450,2024-08-15 10:38:41.443450,0:48:28,Rockport,Blackwell,2.97,SP004,Non-Billable,Busy,Essentials,USD,Washington,Texas,98283,79506,48.485,-121.6065,32.0851,-100.3194,United States,United States
6635834,voice,3035671019,3035671005,2024-08-15 10:01:13.576770,2024-08-15 10:04:55.576770,0:03:42,Shenandoah Farms,Addison,4.15,SP004,Non-Billable,Answered,Go5GNext,USD,Virginia,Michigan,22630,49220,38.9752,-78.0482,41.9862,-84.3491,United States,United States
4134545,sms,3035671009,3035671008,2024-08-15 09:37:13.705684,2024-08-15 09:45:36.705684,0:08:23,East Valley,Hendron,4.1,SP002,Non-Billable,Failed,Go5G,USD,Nevada,Kentucky,89410,42003,38.9452,-119.6993,37.035,-88.6427,United States,United States
2785879,sms,3035671012,3035671006,2024-08-15 09:15:13.833426,2024-08-15 10:02:31.833426,0:47:18,Gosport,Tracy,0.98,SP003,Billable,Missed,Essentials,USD,Indiana,Montana,47433,59472,39.3507,-86.6665,47.4102,-111.1537,United States,United States
5946378,voice,3035671014,3035671007,2024-08-15 09:21:13.964546,2024-08-15 10:08:30.964546,0:47:17,Salmon Creek,Deale,1.58,SP003,Non-Billable,Missed,Go5GNext,USD,California,Maryland,94923,20751,38.3462,-123.0595,38.791,-76.5469,United States,United States
8855550,sms,3035671008,3035671005,2024-08-15 09:26:14.099677,2024-08-15 09:33:16.099677,0:07:02,Nolic,Hazel Run,4.79,SP001,Non-Billable,Missed,Go5GPlus,USD,Arizona,Minnesota,85634,56241,32.0341,-111.9549,44.7484,-95.7165,United States,United States
5677344,sms,3035671006,3035671020,2024-08-15 09:13:14.231728,2024-08-15 09:51:00.231728,0:37:46,Smith Village,Stony Creek,1.85,SP001,Billable,Busy,Go5GPlus,USD,Oklahoma,Virginia,73115,23882,35.4508,-97.457,36.948,-77.4001,United States,United States
2020765,sms,3035671000,3035671021,2024-08-15 09:49:14.375095,2024-08-15 10:38:53.375095,0:49:39,Camarillo,Fern Prairie,1.51,SP001,Billable,Busy,EssentialsSaver,USD,California,Washington,93011,98607,34.223,-119.0321,45.637,-122.3963,United States,United States
7470948,voice,3035671020,3035671002,2024-08-15 09:46:14.505319,2024-08-15 10:26:35.505319,0:40:21,Bay St. Louis,Park Hill,2.57,SP002,Non-Billable,Busy,Go5GPlus,USD,Mississippi,Oklahoma,39520,74451,30.3281,-89.3774,35.8417,-94.9734,United States,United States
3661656,sms,3035671006,3035671020,2024-08-15 09:42:14.634018,2024-08-15 10:00:52.634018,0:18:38,Edmonston,Klukwan,4.43,SP004,Non-Billable,Busy,Go5G,USD,Maryland,Alaska,20781,99827,38.9502,-76.9332,59.3987,-135.8886,United States,United States
7115635,voice,3035671006,3035671012,2024-08-15 09:11:14.759960,2024-08-15 09:35:59.759960,0:24:45,Bunn,Horseshoe Bend,1.87,SP004,Non-Billable,Busy,Go5GPlus,USD,North Carolina,Texas,27508,76087,35.9591,-78.252,32.5752,-97.8782,United States,United States
4310582,voice,3035671011,3035671007,2024-08-15 09:26:14.886741,2024-08-15 09:40:46.886741,0:14:32,Sun City,Horse Cave,0.22,SP001,Billable,Answered,Essentials,USD,Kansas,Kentucky,67143,42749,37.3785,-98.9166,37.1738,-85.9146,United States,United States
8833526,sms,3035671010,3035671010,2024-08-15 09:40:15.014683,2024-08-15 10:32:16.014683,0:52:01,Duluth,Emerald Lakes,0.36,SP003,Billable,Failed,EssentialsSaver,USD,Washington,Pennsylvania,98642,18334,45.7838,-122.647,41.0845,-75.4154,United States,United States
9571534,sms,3035671007,3035671016,2024-08-15 09:27:15.140896,2024-08-15 10:00:16.140896,0:33:01,Fobes Hill,Readstown,0.65,SP004,Billable,Answered,Go5GNext,USD,Washington,Wisconsin,98290,54652,47.9392,-122.1341,43.4485,-90.759,United States,United States
4983302,voice,3035671015,3035671008,2024-08-15 09:32:15.267022,2024-08-15 10:24:54.267022,0:52:39,North Barrington,Ranburne,3.1,SP001,Billable,Busy,Go5GPlus,USD,Illinois,Alabama,60010,36273,42.2065,-88.1316,33.5259,-85.339,United States,United States
1933147,sms,3035671002,3035671011,2024-08-15 09:36:15.393974,2024-08-15 09:58:31.393974,0:22:16,Lynnview,West Bishop,3.58,SP001,Billable,Busy,Go5GPlus,USD,Kentucky,California,40213,93514,38.1791,-85.7112,37.3571,-118.4542,United States,United States
6576141,voice,3035671015,3035671001,2024-08-15 09:29:15.521188,2024-08-15 09:51:44.521188,0:22:29,Belva,Boiling Springs,1.02,SP001,Non-Billable,Missed,EssentialsSaver,USD,West Virginia,Pennsylvania,26656,17007,38.2327,-81.1894,40.1592,-77.1391,United States,United States
8790801,sms,3035671010,3035671001,2024-08-15 09:36:15.647935,2024-08-15 10:18:31.647935,0:42:16,Bay Springs,Jefferson Heights,3.75,SP002,Billable,Failed,Go5GNext,USD,Mississippi,New York,39422,12414,31.9772,-89.2792,42.2361,-73.8822,United States,United States
7971485,sms,3035671006,3035671016,2024-08-15 09:26:15.776512,2024-08-15 09:58:28.776512,0:32:13,Mount Vernon,Spring,0.53,SP004,Non-Billable,Answered,Essentials,USD,Arkansas,Texas,72111,77373,35.2236,-92.124,30.0613,-95.383,United States,United States
3672570,voice,3035671007,3035671004,2024-08-15 09:45:15.903347,2024-08-15 10:19:32.903347,0:34:17,Wildrose,Wheaton,3.36,SP002,Non-Billable,Missed,Essentials,USD,North Dakota,Kansas,58795,66521,48.6299,-103.1837,39.502,-96.3189,United States,United States
4602662,voice,3035671017,3035671019,2024-08-15 09:41:16.030512,2024-08-15 10:24:52.030512,0:43:36,New Cordell,Hibbing,1.76,SP003,Non-Billable,Answered,Essentials,USD,Oklahoma,Minnesota,73632,55746,35.2968,-98.9838,47.398,-92.9486,United States,United States
9565257,sms,3035671013,3035671000,2024-08-15 10:01:16.162166,2024-08-15 10:48:34.162166,0:47:18,Lake Tapps,Withee,4.36,SP004,Billable,Answered,EssentialsSaver,USD,Washington,Wisconsin,98391,54498,47.2307,-122.1695,44.9508,-90.5989,United States,United States
1407643,voice,3035671011,3035671013,2024-08-15 09:13:16.293166,2024-08-15 10:04:45.293166,0:51:29,Ladera,Sisquoc,1.84,SP003,Non-Billable,Busy,Essentials,USD,California,California,94028,93454,37.3999,-122.1989,34.8621,-120.2943,United States,United States
4352353,voice,3035671008,3035671002,2024-08-15 09:35:16.421686,2024-08-15 10:33:17.421686,0:58:01,La Blanca,Port Leyden,0.72,SP004,Non-Billable,Busy,Go5GPlus,USD,Texas,New York,78558,13433,26.3048,-98.0286,43.5838,-75.3412,United States,United States
7937626,voice,3035671009,3035671014,2024-08-15 09:34:16.549901,2024-08-15 10:28:14.549901,0:53:58,Worley,Chamita,1.0,SP002,Non-Billable,Answered,EssentialsSaver,USD,Idaho,New Mexico,83876,87566,47.4007,-116.9193,36.0706,-106.0974,United States,United States
9163617,sms,3035671005,3035671015,2024-08-15 09:31:16.676626,2024-08-15 10:05:17.676626,0:34:01,Greenwood,Halfway House,3.84,SP003,Billable,Failed,Essentials,USD,Illinois,Pennsylvania,60098,19464,42.3954,-88.3836,40.2796,-75.6405,United States,United States
8448872,sms,3035671007,3035671011,2024-08-15 09:20:16.804053,2024-08-15 10:16:39.804053,0:56:23,Diller,Shaver Lake,1.86,SP004,Billable,Busy,EssentialsSaver,USD,Nebraska,California,68342,93664,40.1089,-96.9374,37.0971,-119.3245,United States,United States
2073381,sms,3035671003,3035671014,2024-08-15 09:24:16.930850,2024-08-15 10:20:31.930850,0:56:15,Glenarden,Hough,3.43,SP003,Non-Billable,Missed,Go5G,USD,Maryland,Oklahoma,20706,73942,38.9294,-76.8577,36.872,-101.5747,United States,United States
5049138,voice,3035671013,3035671014,2024-08-15 10:09:17.058151,2024-08-15 10:16:44.058151,0:07:27,Bethel Springs,Rock City,2.05,SP003,Billable,Missed,Go5G,USD,Tennessee,Illinois,38315,61070,35.2342,-88.6131,42.4129,-89.4715,United States,United States
2371875,voice,3035671005,3035671011,2024-08-15 09:26:17.184884,2024-08-15 09:52:26.184884,0:26:09,Peak,Vero Lake Estates,4.14,SP001,Non-Billable,Missed,Go5GPlus,USD,South Carolina,Florida,29122,32967,34.2363,-81.3288,27.7471,-80.5283,United States,United States
1610874,voice,3035671020,3035671003,2024-08-15 09:58:17.311322,2024-08-15 10:51:03.311322,0:52:46,Brooker,Emerald Isle,2.04,SP002,Billable,Missed,Essentials,USD,Florida,North Carolina,32622,28594,29.8877,-82.3327,34.6648,-77.0292,United States,United States
9808785,voice,3035671014,3035671015,2024-08-15 09:48:17.439117,2024-08-15 10:11:42.439117,0:23:25,Yalaha,Elroy,4.68,SP002,Non-Billable,Missed,Essentials,USD,Florida,Wisconsin,34797,53929,28.751,-81.8194,43.7419,-90.2704,United States,United States
9236167,voice,3035671007,3035671017,2024-08-15 09:49:17.570444,2024-08-15 09:51:12.570444,0:01:55,Brownsboro Village,Beaver Dam Lake,1.38,SP004,Non-Billable,Answered,Go5GPlus,USD,Kentucky,New York,40207,12553,38.2629,-85.6659,41.4429,-74.1216,United States,United States
7742272,voice,3035671010,3035671002,2024-08-15 09:34:17.700511,2024-08-15 10:21:35.700511,0:47:18,Adairville,Grant,3.88,SP001,Non-Billable,Failed,Go5GNext,USD,Kentucky,Montana,42202,59725,36.671,-86.856,45.0096,-113.0675,United States,United States
1182066,voice,3035671008,3035671002,2024-08-15 09:27:17.870833,2024-08-15 09:38:51.870833,0:11:34,Badger Lee,McConnell,1.29,SP002,Billable,Missed,Go5GNext,USD,Oklahoma,West Virginia,74955,25646,35.4727,-94.8147,37.8282,-81.9652,United States,United States
8993686,sms,3035671012,3035671002,2024-08-15 09:33:18.124633,2024-08-15 09:56:25.124633,0:23:07,Meservey,Boissevain,0.2,SP002,Billable,Failed,Go5GPlus,USD,Iowa,Virginia,50457,24606,42.9157,-93.4733,37.2809,-81.3802,United States,United States
3946366,voice,3035671007,3035671000,2024-08-15 09:29:18.266435,2024-08-15 09:47:59.266435,0:18:41,Milltown,Barton Creek,2.6,SP002,Billable,Answered,EssentialsSaver,USD,South Dakota,Texas,57366,78735,43.4252,-97.8081,30.2818,-97.8681,United States,United States
5903692,sms,3035671019,3035671019,2024-08-15 09:57:18.400064,2024-08-15 10:28:36.400064,0:31:18,Winsted,Sun City West,3.97,SP004,Billable,Failed,Go5G,USD,Minnesota,Arizona,55395,85376,44.9574,-94.0498,33.6695,-112.3573,United States,United States
7993852,sms,3035671015,3035671000,2024-08-15 09:16:18.538134,2024-08-15 09:27:11.538134,0:10:53,St. Hilaire,Meadowbrook,1.19,SP001,Non-Billable,Missed,Go5G,USD,Minnesota,California,56754,92570,48.0135,-96.2137,33.7253,-117.2851,United States,United States
4779494,voice,3035671021,3035671018,2024-08-15 10:06:18.665338,2024-08-15 10:42:59.665338,0:36:41,Mauricetown,Tchula,4.42,SP002,Non-Billable,Busy,EssentialsSaver,USD,New Jersey,Mississippi,08349,39169,39.292,-75.0097,33.1831,-90.2232,United States,United States
7710881,voice,3035671003,3035671000,2024-08-15 10:08:18.797834,2024-08-15 10:35:51.797834,0:27:33,Vicco,New Minden,2.37,SP001,Billable,Answered,EssentialsSaver,USD,Kentucky,Illinois,41773,62263,37.2161,-83.0609,38.438,-89.3705,United States,United States
1174828,sms,3035671000,3035671019,2024-08-15 09:51:18.926557,2024-08-15 09:57:54.926557,0:06:36,Menoken,Nellieburg,3.5,SP001,Non-Billable,Failed,Essentials,USD,North Dakota,Mississippi,58558,39307,46.8148,-100.5341,32.3974,-88.783,United States,United States
6590072,voice,3035671016,3035671019,2024-08-15 09:55:19.057473,2024-08-15 10:29:02.057473,0:33:43,McConnico,Dravosburg,1.85,SP004,Non-Billable,Failed,EssentialsSaver,USD,Arizona,Pennsylvania,86401,15034,35.1636,-114.0897,40.3508,-79.8907,United States,United States
7529629,sms,3035671001,3035671003,2024-08-15 09:24:19.185450,2024-08-15 09:32:54.185450,0:08:35,West Bay Shore,Glorieta,3.83,SP004,Billable,Missed,EssentialsSaver,USD,New York,New Mexico,11706,87535,40.6948,-73.2618,35.584,-105.7629,United States,United States
8650918,voice,3035671012,3035671019,2024-08-15 09:13:19.334366,2024-08-15 09:58:32.334366,0:45:13,Cape Colony,Morovis,1.46,SP002,Non-Billable,Answered,Go5G,USD,North Carolina,Puerto Rico,27932,00687,36.0211,-76.5815,18.3268,-66.4057,United States,United States
3949656,voice,3035671010,3035671012,2024-08-15 09:49:19.464287,2024-08-15 10:26:24.464287,0:37:05,Goldstream,Eagle Pass,1.5,SP002,Non-Billable,Failed,Go5GPlus,USD,Alaska,Texas,99709,78852,64.9339,-148.0083,28.7125,-100.484,United States,United States
9424064,voice,3035671013,3035671012,2024-08-15 09:38:19.591730,2024-08-15 10:28:08.591730,0:49:49,Flournoy,Ugashik,0.96,SP001,Billable,Busy,EssentialsSaver,USD,California,Alaska,96029,99649,39.9284,-122.4458,57.5736,-157.1232,United States,United States
7530139,sms,3035671015,3035671021,2024-08-15 10:04:19.718226,2024-08-15 10:48:52.718226,0:44:33,Stonebridge,Mendota,3.74,SP001,Billable,Busy,Go5GNext,USD,New Jersey,Virginia,08831,24258,40.2947,-74.4653,36.7102,-82.3048,United States,United States
2001371,voice,3035671000,3035671016,2024-08-15 09:40:19.846177,2024-08-15 10:28:33.846177,0:48:14,Exeland,Carlisle Barracks,2.44,SP002,Non-Billable,Failed,Go5G,USD,Wisconsin,Pennsylvania,54835,17013,45.667,-91.2426,40.2101,-77.173,United States,United States
3876733,sms,3035671018,3035671012,2024-08-15 10:07:19.974774,2024-08-15 10:11:47.974774,0:04:28,Ponder,Oakbrook Terrace,0.8,SP001,Billable,Busy,EssentialsSaver,USD,Texas,Illinois,76259,60181,33.1781,-97.291,41.8538,-87.9691,United States,United States
8708047,voice,3035671000,3035671012,2024-08-15 09:51:20.103856,2024-08-15 10:44:42.103856,0:53:22,Poneto,Rutledge,5.0,SP001,Non-Billable,Busy,Essentials,USD,Indiana,Missouri,46781,63563,40.6568,-85.2225,40.3139,-92.0876,United States,United States
5468371,voice,3035671012,3035671012,2024-08-15 09:58:20.232563,2024-08-15 10:27:54.232563,0:29:34,Lake Lakengren,Crystal City,4.03,SP001,Billable,Missed,EssentialsSaver,USD,Ohio,Missouri,45320,63019,39.6894,-84.69,38.2227,-90.3813,United States,United States
1695913,voice,3035671002,3035671020,2024-08-15 09:58:20.367092,2024-08-15 10:28:16.367092,0:29:56,Manchester Center,Mishawaka,3.94,SP003,Billable,Busy,Go5G,USD,Vermont,Indiana,05255,46545,43.182,-73.0369,41.6742,-86.1666,United States,United States
7589077,sms,3035671008,3035671017,2024-08-15 09:53:20.496466,2024-08-15 10:23:13.496466,0:29:53,Southaven,Mercer Island,2.77,SP002,Billable,Busy,Essentials,USD,Mississippi,Washington,38672,98040,34.9514,-89.9786,47.5661,-122.232,United States,United States
8537326,sms,3035671001,3035671010,2024-08-15 09:12:20.624062,2024-08-15 09:35:07.624062,0:22:47,New Bloomington,West Homestead,1.75,SP004,Billable,Failed,Go5G,USD,Ohio,Pennsylvania,43302,15120,40.5837,-83.3125,40.3978,-79.9186,United States,United States
2545427,voice,3035671016,3035671009,2024-08-15 09:20:20.753653,2024-08-15 09:40:23.753653,0:20:03,Turley,Helper,2.16,SP004,Non-Billable,Failed,Go5GPlus,USD,New Mexico,Utah,87412,84526,36.7366,-107.79,39.6898,-110.8596,United States,United States
6637727,voice,3035671021,3035671005,2024-08-15 09:11:20.918785,2024-08-15 10:03:46.918785,0:52:26,South Whitley,Playita Cortada,2.87,SP003,Non-Billable,Missed,Go5GNext,USD,Indiana,Puerto Rico,46787,00757,41.084,-85.6278,17.982,-66.4402,United States,United States
9892320,sms,3035671009,3035671013,2024-08-15 09:23:21.050465,2024-08-15 09:25:08.050465,0:01:47,Chinese Camp,Andersonville,2.93,SP003,Non-Billable,Failed,Go5G,USD,California,Indiana,95327,47024,37.8702,-120.4443,39.4975,-85.2889,United States,United States
2030702,voice,3035671019,3035671006,2024-08-15 09:41:21.180777,2024-08-15 10:32:39.180777,0:51:18,Klemme,Lakeside Park,0.65,SP001,Billable,Failed,Essentials,USD,Iowa,Kentucky,50449,41017,43.0097,-93.6013,39.0339,-84.5673,United States,United States
6817544,voice,3035671018,3035671002,2024-08-15 09:38:21.307447,2024-08-15 10:32:17.307447,0:53:56,Galva,Rocky Hill,1.94,SP002,Non-Billable,Missed,Go5GPlus,USD,Iowa,New Jersey,51020,08553,42.5057,-95.418,40.4001,-74.6405,United States,United States
3720071,sms,3035671014,3035671004,2024-08-15 10:09:21.442209,2024-08-15 10:15:56.442209,0:06:35,New Kensington,Biloxi,3.22,SP001,Billable,Answered,Essentials,USD,Pennsylvania,Mississippi,15068,39534,40.5712,-79.7523,30.4426,-88.9514,United States,United States
9283354,voice,3035671000,3035671017,2024-08-15 10:10:21.572756,2024-08-15 10:43:58.572756,0:33:37,Clarysville,Bacliff,3.86,SP001,Billable,Answered,Essentials,USD,Maryland,Texas,21532,77518,39.6421,-78.8887,29.5085,-94.9888,United States,United States
7777489,voice,3035671020,3035671004,2024-08-15 09:26:21.700865,2024-08-15 09:40:51.700865,0:14:30,Grazierville,Mexican Colony,2.95,SP002,Billable,Missed,Go5GNext,USD,Pennsylvania,California,16686,93263,40.6576,-78.2713,35.4689,-119.2687,United States,United States
7998404,sms,3035671000,3035671020,2024-08-15 09:56:21.827969,2024-08-15 10:27:32.827969,0:31:11,Gallitzin,Ocean Springs,0.51,SP004,Billable,Busy,Go5GNext,USD,Pennsylvania,Mississippi,16641,39566,40.481,-78.5547,30.4082,-88.7861,United States,United States
